codice_aic;denominazione;principio_attivo;confezione;classe
36160164;ADVATE;Octocog alfa (Fattore VIII di coagulazione, ricombinante);1 flaconcino EV 3.000 UI + 1 flaconcino solv 5 ml preassemblati con dispositivo per ricostituzione;A
36160176;ADVATE;Octocog alfa (Fattore VIII di coagulazione, ricombinante);1 flaconcino EV 250 UI + 1 flaconcino solv 2 ml preassemblati con dispositivo per ricostituzione;A
36160188;ADVATE;Octocog alfa (Fattore VIII di coagulazione, ricombinante);1 flaconcino EV 500 UI + 1 flaconcino solv 2 ml preassemblati con dispositivo per ricostituzione;A
36160190;ADVATE;Octocog alfa (Fattore VIII di coagulazione, ricombinante);1 flaconcino EV 1.000 UI + 1 flaconcino solv 2 ml preassemblati con dispositivo per ricostituzione;A
36160202;ADVATE;Octocog alfa (Fattore VIII di coagulazione, ricombinante);1 flaconcino EV 1.500 UI + 1 flaconcino solv 2 ml preassemblati con dispositivo per ricostituzione;A
36163018;NAEMIS;Estradiolo/nomegestrolo;10 cpr rosa 1,5 mg e 14 cpr bianche 1,5 mg + 3,75 mg;A
36170013;ANGELIQ;Estradiolo/drospirenone;28 cpr riv 1 mg + 2 mg;A
36176016;ALBUMINA;Albumina umana;1 flaconcino EV 50 ml 200 mg/ml;A
36197022;SERESTILL;Paroxetina;os gtt 60 ml 10 mg/ml;A
36210021;LEVOVENT;Formoterolo;100 cps polv inal 12 mcg + erogatore;A
36213027;FORTASINT;Formoterolo;100 cps 12 mcg polv inal + erogatore;A
36218028;FOROTAN;Formoterolo;100 cps 12 mcg polv inal + erogatore;A
36304018;CAPITAL;Desametasone;3 fiale IM EV 4 mg 1 ml;A
36334011;ACIDO VALPROICO;Acido valproico/sodio valproato;30 cpr 300 mg rilascio prolungato;A
36334023;ACIDO VALPROICO;Acido valproico/sodio valproato;30 cpr 500 mg rilascio prolungato;A
36345015;FOLIDEX;Acido folico;28 cpr 400 mcg;A
36346017;FERTIFOL;Acido folico;28 cpr 400 mcg;A
36362034;NAMBROL;Flunisolide;AD soluz nebul 30 fiale 1 mg 1 ml;A
36362046;NAMBROL;Flunisolide;BB soluz nebul 30 fiale 0,5 mg 1 ml;A
36363036;SAFLINEB;Flunisolide;AD soluz nebul 30 fiale 1 mg 1 ml;A
36363048;SAFLINEB;Flunisolide;BB soluz nebul 30 fiale 0,5 mg 1 ml;A
36364038;FORBEST;Flunisolide;AD soluz nebul 30 fiale 1 mg 1 ml;A
36364040;FORBEST;Flunisolide;BB soluz nebul 30 fiale 0,5 mg 1 ml;A
36371033;ASTIAN;Flunisolide;AD soluz nebul 30 flaconcini 1 mg 1 ml;A
36372035;NEBULGEN;Flunisolide;AD soluz nebul 30 fiale 1 mg 1 ml;A
36373025;CERTICAN;Everolimus;60 cpr 0,25 mg;A
36373102;CERTICAN;Everolimus;60 cpr 0,75 mg;A
36373227;CERTICAN;Everolimus;60 cpr dispers 0,25 mg;A
36437010;DESMOPRESSINA;Desmopressina;30 cpr div 0,1 mg;A
36437022;DESMOPRESSINA;Desmopressina;30 cpr div 0,2 mg;A
36451058;STILIDEN;Paroxetina;os gtt 60 ml 10 mg/ml;A
36489019;FEMITY;Estradiolo/levonorgestrel;4 cerotti transd 50 mcg/die + 7 mcg/die;A
36504052;ALBUREX;Albumina umana;1 flaconcino EV 50 ml 20%;A
36504064;ALBUREX;Albumina umana;1 flacone EV 100 ml 20%;A
36504076;ALBUREX;Albumina umana;1 flacone EV 50 ml 25%;A
36507046;INTESTICORT;Budesonide;50 cps gastrores 3 mg;A
36511032;MYFORTIC;Micofenolato sodico;100 cpr gastrores 180 mg;A
36511069;MYFORTIC;Micofenolato sodico;50 cpr gastrores 360 mg;A
36558031;PROTELOS;Stronzio ranelato;os grat 28 bust 2 g;A
36560011;LYSODREN;Mitotano;100 cpr 500 mg flacone;A
36570012;BONDRONAT;Sodio ibandronato;28 cpr riv 50 mg;A
36580025;OLUX;Clobetasolo;schiuma cutanea 100 g 0,05%;A
36582183;ABILIFY;Aripiprazolo;os soluz 1 flacone 150 ml 1 mg/ml;A
36583033;NUTROPINAQ;Somatropina;1 cartuccia SC 10 mg 2 ml;A
36588034;OSSEOR;Stronzio ranelato;os grat 28 bust 2 g;A
36598023;MIMPARA;Cinacalcet;28 cpr riv 30 mg;A
36598050;MIMPARA;Cinacalcet;28 cpr riv 60 mg;A
36635023;DIBASE;Colecalciferolo;6 fiale IM os 1 ml 100.000 UI/ml;A
36635035;DIBASE;Colecalciferolo;2 fiale IM os 1 ml 300.000 UI/ml;A
36672020;TRAFLASH;Tramadolo;20 cpr orodispers 50 mg;A
36678100;GOLTOR;Ezetimibe/simvastatina;30 cpr 10 mg + 10 mg;A
36678213;GOLTOR;Ezetimibe/simvastatina;30 cpr 10 mg + 20 mg;A
36678365;GOLTOR;Ezetimibe/simvastatina;30 cpr 10 mg + 40 mg;A
36679064;INEGY;Ezetimibe/simvastatina;30 cpr 10 mg + 10 mg;A
38713095;LISINOPRIL;Lisinopril;14 cpr 5 mg;A
36679215;INEGY;Ezetimibe/simvastatina;30 cpr 10 mg + 20 mg;A
36679367;INEGY;Ezetimibe/simvastatina;30 cpr 10 mg + 40 mg;A
36684013;APIDRA;Insulina glulisina;1 flaconcino SC 10 ml 100 UI/ml;A
36684088;APIDRA;Insulina glulisina;5 cartucce SC 3 ml 300 UI;A
36684328;APIDRA;Insulina glulisina;SOLOSTAR 5 penne SC 100 UI/ml 3 ml;A
36685028;ASMANEX;Mometasone;polv inal 60 dosi 200 mcg;A
36685042;ASMANEX;Mometasone;polv inal 30 dosi 400 mcg;A
36688012;XENAZINA;Tetrabenazina;112 cpr div 25 mg;A
36690067;VYTORIN;Ezetimibe/simvastatina;30 cpr 10 mg + 10 mg;A
36690218;VYTORIN;Ezetimibe/simvastatina;30 cpr 10 mg + 20 mg;A
36690360;VYTORIN;Ezetimibe/simvastatina;30 cpr 10 mg + 40 mg;A
36694014;WILZIN;Zinco acetato;250 cps 25 mg flacone;A
36694026;WILZIN;Zinco acetato;250 cps 50 mg flacone;A
36697035;TRAMADOLO;Tramadolo;20 cpr 100 mg rilascio prolungato;A
36730012;FENTANIL;Fentanil;3 cerotti transd 25 mcg/ora;A
36730075;FENTANIL;Fentanil;3 cerotti transd 50 mcg/ora;A
36730188;FENTANIL;Fentanil;3 cerotti transd 100 mcg/ora;A
36730240;FENTANIL;Fentanil;3 cerotti transd 75 mcg/ora;A
36737029;NAOS;Salbutamolo/ipratropio bromuro;os nebul 30 monodosi 0,5 ml 1,875 mg/0,5 ml + 0,375 mg/0,5 ml;A
36738021;BIWIND;Salbutamolo/ipratropio bromuro;os nebul 30 monodosi 0,5 ml 1,875 mg/0,5 ml + 0,375 mg/0,5 ml;A
36739023;ALMEIDA;Salbutamolo/ipratropio bromuro;os nebul 30 monodosi 0,5 ml 1,875 mg/0,5 ml + 0,375 mg/0,5 ml;A
36743019;NIFEREX;Ferroso glicina solfato;50 cps gastrores 100 mg;A
36745014;XAGRID;Anagrelide;100 cps 0,5 mg flacone;A
36749024;MEROPUR;Menotropina;10 fiale SC IM 75 UI + 10 fiale 75 UI;A
36749036;MEROPUR;Menotropina;1 flaconcino polv SC IM 600 UI + 1 siringa 1 ml;A
36749048;MEROPUR;Menotropina;1 flaconcino polv SC IM 1.200 UI + 2 siringhe 1 ml;A
36772010;TIARTAN;Eprosartan/idroclorotiazide;28 cpr riv 600 mg + 12,5 mg;A
36845028;FOSAVANCE;Acido alendronico/colecalciferolo;4 cpr 70 mg + 2.800 UI;A
36850055;LEVEMIR;Insulina detemir;FLEXPEN 5 cartucce SC 300 UI 3 ml;A
36870018;ORFADIN;Nitisinone;60 cps 2 mg flacone;A
36870020;ORFADIN;Nitisinone;60 cps 5 mg flacone;A
36870032;ORFADIN;Nitisinone;60 cps 10 mg flacone;A
36892053;XOLAIR;Omalizumab;1 siringa SC 75 mg 0,5 ml;A
36892089;XOLAIR;Omalizumab;1 siringa SC 150 mg 1 ml;A
36906016;LIOTIR;Liotironina;os gtt 20 ml 20 mcg/ml;A
36906030;LIOTIR;Liotironina;os 30 contenitori monodose 1 ml 10 mcg/ml;A
36906042;LIOTIR;Liotironina;os 30 contenitori monodose 1 ml 15 mcg/ml;A
36906055;LIOTIR;Liotironina;os 30 contenitori monodose 1 ml 20 mcg/ml;A
36928024;RIMSTAR;Rifampicina/isoniazide/pirazinamide/etambutolo cloridrato;60 cpr riv 150 mg + 75 mg + 400 mg + 275 mg;A
36967038;ELIGARD;Leuprorelina;1 siringa 7,5 mg + kit;A
36967040;ELIGARD;Leuprorelina;1 siringa 22,5 mg + kit;A
36967065;ELIGARD;Leuprorelina;1 siringa polv soluz iniett 45 mg + kit;A
36982015;REVATIO;Sildenafil;90 cpr riv 20 mg;A
36982039;REVATIO;Sildenafil;os polv 1 flacone 112 ml 10 mg/ml;A
37003023;UNITRAMA;Tramadolo;10 cpr 100 mg rilascio prolungato;A
37003148;UNITRAMA;Tramadolo;10 cpr 200 mg rilascio prolungato;A
37040058;METFORMINA;Metformina;60 cpr riv div 1.000 mg;A
37059019;NOXAFIL;Posaconazolo;os sosp 105 ml 40 mg/ml;A
37059021;NOXAFIL;Posaconazolo;24 cpr gastrores 100 mg;A
37060035;CORLENTOR;Ivabradina;56 cpr riv 5 mg;A
37060100;CORLENTOR;Ivabradina;56 cpr riv 7,5 mg;A
37061037;PROCORALAN;Ivabradina;56 cpr riv 5 mg;A
37061102;PROCORALAN;Ivabradina;56 cpr riv 7,5 mg;A
37063056;STRATTERA;Atomoxetina;7 cps 10 mg;A
37063094;STRATTERA;Atomoxetina;7 cps 18 mg;A
37063118;STRATTERA;Atomoxetina;28 cps 18 mg;A
37063132;STRATTERA;Atomoxetina;7 cps 25 mg;A
37063157;STRATTERA;Atomoxetina;28 cps 25 mg;A
37063171;STRATTERA;Atomoxetina;7 cps 40 mg;A
37063195;STRATTERA;Atomoxetina;28 cps 40 mg;A
37063233;STRATTERA;Atomoxetina;28 cps 60 mg;A
37063260;STRATTERA;Atomoxetina;14 cps 80 mg;A
37063272;STRATTERA;Atomoxetina;28 cps 80 mg;A
37063308;STRATTERA;Atomoxetina;14 cps 100 mg;A
37063310;STRATTERA;Atomoxetina;28 cps 100 mg;A
37083019;COMBIGAN;Timololo/brimonidina;collirio 5 ml 0,2% + 0,5%;A
37097096;FOZNOL;Lantanio;90 cpr mast 750 mg flacone;A
37097134;FOZNOL;Lantanio;90 cpr mast 500 mg flacone;A
37097209;FOZNOL;Lantanio;90 cpr mast 1.000 mg flacone;A
37097223;FOZNOL;Lantanio;os polv 90 bust 750 mg;A
37097235;FOZNOL;Lantanio;os polv 90 bust 1.000 mg;A
37104015;DUOTRAV;Timololo/travoprost;collirio 2,5 ml 40 mcg/ml + 5 mg/ml;A
37106046;OMNITROPE;Somatropina;1 cartuccia SC 5 mg 1,5 ml;A
37106073;OMNITROPE;Somatropina;1 cartuccia SC 10 mg 1,5 ml;A
37106109;OMNITROPE;Somatropina;1 cartuccia per SurePal 15 mg/1,5 ml;A
37106135;OMNITROPE;Somatropina;1 cartuccia per SurePal 5 mg/1,5 ml;A
37106162;OMNITROPE;Somatropina;1 cartuccia per SurePal 10 mg/1,5 ml;A
37108026;PLAUNAZIDE;Olmesartan medoxomil/idroclorotiazide;28 cpr riv 20 mg + 12,5 mg;A
37108139;PLAUNAZIDE;Olmesartan medoxomil/idroclorotiazide;28 cpr riv 20 mg + 25 mg;A
37108242;PLAUNAZIDE;Olmesartan medoxomil/idroclorotiazide;28 cpr riv 40 mg + 12,5 mg;A
37108368;PLAUNAZIDE;Olmesartan medoxomil/idroclorotiazide;28 cpr riv 40 mg + 25 mg;A
37109028;OLPREZIDE;Olmesartan medoxomil/idroclorotiazide;28 cpr riv 20 mg + 12,5 mg;A
37109131;OLPREZIDE;Olmesartan medoxomil/idroclorotiazide;28 cpr riv 20 mg + 25 mg;A
37109244;OLPREZIDE;Olmesartan medoxomil/idroclorotiazide;28 cpr riv 40 mg + 12,5 mg;A
37109360;OLPREZIDE;Olmesartan medoxomil/idroclorotiazide;28 cpr riv 40 mg + 25 mg;A
37110020;OLMEGAN;Olmesartan medoxomil/idroclorotiazide;28 cpr riv 20 mg + 12,5 mg;A
37110133;OLMEGAN;Olmesartan medoxomil/idroclorotiazide;28 cpr riv 20 mg + 25 mg;A
37110246;OLMEGAN;Olmesartan medoxomil/idroclorotiazide;28 cpr riv 40 mg + 12,5 mg;A
37110362;OLMEGAN;Olmesartan medoxomil/idroclorotiazide;28 cpr riv 40 mg + 25 mg;A
37124031;LANSOPRAZOLO;Lansoprazolo;14 cps gastrores 15 mg;A
37124169;LANSOPRAZOLO;Lansoprazolo;14 cps gastrores 30 mg;A
37133055;TRAMADOLO;Tramadolo;20 cpr 100 mg rilascio prolungato;A
37140011;GANFORT;Timololo/bimatoprost;collirio 3 ml 300 mcg/ml + 5 mg/ml;A
37140047;GANFORT;Timololo/bimatoprost;collirio 30 contenitori monodose 0,4 ml 300 mcg/ml + 5 mg/ml;A
37146026;GIASION;Cefditoren;20 cpr riv 200 mg;A
37148032;TALATE;Fattore VIII umano di coagulazione/fattore di Von Willebrand;1 flaconcino EV 1.000 UI / 750 UI + 1 flaconcino solv 10 ml + siringa c/ago;A
37152016;NEUPRO;Rotigotina;7 cerotti transd 2 mg/die;A
37152028;NEUPRO;Rotigotina;28 cerotti transd 2 mg/die;A
37152042;NEUPRO;Rotigotina;7 cerotti transd 4 mg/die;A
37152055;NEUPRO;Rotigotina;28 cerotti transd 4 mg/die;A
37152079;NEUPRO;Rotigotina;7 cerotti transd 6 mg/die;A
37152081;NEUPRO;Rotigotina;28 cerotti transd 6 mg/die;A
37152105;NEUPRO;Rotigotina;7 cerotti transd 8 mg/die;A
37152117;NEUPRO;Rotigotina;28 cerotti transd 8 mg/die;A
37221076;BARACLUDE;Entecavir;30 cpr riv 0,5 mg;A
37221088;BARACLUDE;Entecavir;30 cpr riv 1 mg;A
37225099;COMPETACT;Pioglitazone/metformina;56 cpr riv 15 mg + 850 mg;A
37396037;JURNISTA;Idromorfone;14 cpr 8 mg rilascio prolungato;A
37396153;JURNISTA;Idromorfone;14 cpr 16 mg rilascio prolungato;A
37396278;JURNISTA;Idromorfone;14 cpr 32 mg rilascio prolungato;A
37396393;JURNISTA;Idromorfone;14 cpr 64 mg rilascio prolungato;A
37396518;JURNISTA;Idromorfone;14 cpr 4 mg rilascio prolungato;A
37405026;MATRIFEN;Fentanil;3 cerotti transd 12 mcg/ora;A
37405077;MATRIFEN;Fentanil;3 cerotti transd 25 mcg/ora;A
37405127;MATRIFEN;Fentanil;3 cerotti transd 50 mcg/ora;A
37405178;MATRIFEN;Fentanil;3 cerotti transd 75 mcg/ora;A
37405228;MATRIFEN;Fentanil;3 cerotti transd 100 mcg/ora;A
37421017;EXJADE;Deferasirox;28 cpr dispers 125 mg;A
37421031;EXJADE;Deferasirox;28 cpr dispers 250 mg;A
37421056;EXJADE;Deferasirox;28 cpr dispers 500 mg;A
37445018;WIAL;Morfina cloridrato;10 fiale 1 ml 10 mg/ml;A
37446059;WINCLAR;Claritromicina;12 cpr riv 250 mg;A
37506019;CARTEABAK;Carteololo;collirio 5 ml 1%;A
37506033;CARTEABAK;Carteololo;collirio 5 ml 2%;A
37563018;FENPATCH;Fentanil;3 cerotti transd 25 mcg/ora;A
37563057;FENPATCH;Fentanil;3 cerotti transd 50 mcg/ora;A
37563095;FENPATCH;Fentanil;3 cerotti transd 75 mcg/ora;A
37563133;FENPATCH;Fentanil;3 cerotti transd 100 mcg/ora;A
37563222;FENPATCH;Fentanil;3 cerotti transd 12 mcg/ora;A
37564022;XARENEL;Colecalciferolo;6 fiale IM os 1 ml 100.000 UI/ml;A
37564034;XARENEL;Colecalciferolo;2 fiale IM os 1 ml 300.000 UI/ml;A
37566054;ALBUMINA;Albumina umana;1 flaconcino EV 50 ml 200 g/l;A
37566078;ALBUMINA;Albumina umana;1 flaconcino EV 100 ml 200 g/l;A
37566092;ALBUMINA;Albumina umana;1 flaconcino EV 50 ml 250 g/l;A
37568019;BYETTA;Exenatide;1 penna SC 1,2 ml 5 mcg;A
37568033;BYETTA;Exenatide;1 penna SC 2,4 ml 10 mcg;A
38713259;LISINOPRIL;Lisinopril;14 cpr 20 mg;A
37603026;ADROVANCE;Acido alendronico/colecalciferolo;4 cpr 70 mg + 2.800 UI;A
37604016;SUBOXONE;Buprenorfina/naloxone;7 cpr sublinguali 2 mg + 0,5 mg;A
37604030;SUBOXONE;Buprenorfina/naloxone;7 cpr sublinguali 8 mg + 2 mg;A
37607241;PRAVASTATINA;Pravastatina;10 cpr riv 20 mg;A
37607367;PRAVASTATINA;Pravastatina;14 cpr riv 40 mg;A
37609017;FENTANIL;Fentanil;3 cerotti transd 25 mcg/ora;A
37609056;FENTANIL;Fentanil;3 cerotti transd 50 mcg/ora;A
37609094;FENTANIL;Fentanil;3 cerotti transd 75 mcg/ora;A
37609132;FENTANIL;Fentanil;3 cerotti transd 100 mcg/ora;A
37610019;GRAZAX;Polline graminacee phleum pratense;os liof 30 flaconcini 75.000SQ-T;A
37610021;GRAZAX;Polline graminacee phleum pratense;os liof 100 flaconcini 75.000SQ-T;A
37685029;WELLBUTRIN;Bupropione;30 cpr 150 mg rilascio modificato flacone;A
37685056;WELLBUTRIN;Bupropione;30 cpr 300 mg rilascio modificato flacone;A
37697024;ELONTRIL;Bupropione;30 cpr 150 mg rilascio modificato flacone;A
37697051;ELONTRIL;Bupropione;30 cpr 300 mg rilascio modificato flacone;A
37700010;TIMOGEL;Timololo;gel oftalmico 30 monodosi 0,4 g 1 mg/g;A
37734011;MESAVANCOL;Mesalazina;60 cpr gastrores 1.200 mg rilascio prolungato;A
37734023;MESAVANCOL;Mesalazina;120 cpr gastrores 1.200 mg rilascio prolungato;A
37769039;ETRIVEX;Clobetasolo;shampoo flacone 125 ml 500 mcg/g;A
37778014;FORMODUAL;Beclometasone/formoterolo;soluz inal 120 erog 100 mcg + 6 mcg;A
37778038;FORMODUAL;Beclometasone/formoterolo;polv inal 120 dosi 100 mcg + 6 mcg nexthaler;A
37782226;RAMIPRIL;Ramipril;28 cpr 2,5 mg;A
37782380;RAMIPRIL;Ramipril;14 cpr 5 mg;A
37782582;RAMIPRIL;Ramipril;28 cpr 10 mg;A
37783077;QUATROFEN;Fentanil;3 cerotti transd 25 mcg/ora;A
37789017;FOSTER;Beclometasone/formoterolo;soluz inal 120 erog 100 mcg + 6 mcg;A
37789031;FOSTER;Beclometasone/formoterolo;polv inal 120 dosi 100 mcg + 6 mcg;A
37793027;JANUVIA;Sitagliptin;28 cpr riv 25 mg;A
37793080;JANUVIA;Sitagliptin;28 cpr riv 50 mg;A
37793142;JANUVIA;Sitagliptin;28 cpr riv 100 mg;A
37794029;XELEVIA;Sitagliptin;28 cpr riv 25 mg;A
37794082;XELEVIA;Sitagliptin;28 cpr riv 50 mg;A
37794144;XELEVIA;Sitagliptin;28 cpr riv 100 mg;A
37797014;CYSTADANE;Betaina;1 flaconcino OS 180 g + 3 cucchiai;A
37798016;INUVER;Beclometasone/formoterolo;soluz inal 120 erog 100 mcg + 6 mcg;A
37798030;INUVER;Beclometasone/formoterolo;polv inal 120 dosi 100 mcg + 6 mcg;A
37823022;PRAVASTATINA;Pravastatina;14 cpr 40 mg;A
37839026;ACIDO VALPROICO SODIO VALPROATO;Acido valproico/sodio valproato;30 cpr 300 mg rilascio prolungato;A
37839115;ACIDO VALPROICO SODIO VALPROATO;Acido valproico/sodio valproato;30 cpr 500 mg rilascio prolungato;A
3785033;DOBETIN;Cianocobalamina;5 fiale 1.000 mcg 1 ml;A
3785058;DOBETIN;Cianocobalamina;os gtt 15 ml 20 mcg/ml;A
37870019;DAPAGUT;Paroxetina;os gtt 18,5 ml 33,1 mg/ml;A
37875073;RISPERIDONE;Risperidone;60 cpr riv 1 mg blister;A
37875186;RISPERIDONE;Risperidone;60 cpr riv 2 mg;A
37875299;RISPERIDONE;Risperidone;60 cpr riv 3 mg;A
37875402;RISPERIDONE;Risperidone;60 cpr riv 4 mg;A
37880061;RUPAFIN;Rupatadina;30 cpr 10 mg;A
37880097;RUPAFIN;Rupatadina;os soluz flacone 120 ml 1 mg/ml con siringa graduata;A
37884018;SEBIVO;Telbivudina;28 cpr riv 600 mg;A
37888068;PAFINUR;Rupatadina;30 cpr 10 mg;A
37888094;PAFINUR;Rupatadina;os soluz flacone 120 ml 1 mg/ml;A
37941010;TRAMADOLO;Tramadolo;os gtt 10 ml 100 mg/ml;A
37954017;AUGMENTIN;Amoxicillina/acido clavulanico;os polv 12 bust 875 mg + 125 mg;A
37954031;AUGMENTIN;Amoxicillina/acido clavulanico;12 cpr riv 875 mg + 125 mg;A
37956048;TRIATEC;Ramipril;28 cpr div 10 mg;A
38008013;ESTREVA;Estradiolo;1 flacone gel 50 g 0,1% con pompa erogatrice;A
38024016;INVEGA;Paliperidone;28 cpr 3 mg rilascio prolungato;A
38024067;INVEGA;Paliperidone;28 cpr 6 mg rilascio prolungato;A
38024117;INVEGA;Paliperidone;28 cpr 9 mg rilascio prolungato;A
38031163;DRALENOS;Acido alendronico;12 cpr 70 mg;A
38036087;ACIDO VALPROICO SODIO VALPROATO;Acido valproico/sodio valproato;30 cpr 300 mg rilascio prolungato;A
38036240;ACIDO VALPROICO SODIO VALPROATO;Acido valproico/sodio valproato;30 cpr 500 mg rilascio prolungato;A
38054019;CETIRIZINA;Cetirizina;20 cpr 10 mg;A
38085015;PERGOVERIS;Follitropina alfa/lutropina alfa;1 flaconcino SC 150 UI + 75 UI + 1 flaconcino 1 ml;A
38085039;PERGOVERIS;Follitropina alfa/lutropina alfa;10 flaconcini SC 150 UI + 75 UI + 10 flaconcini 1 ml;A
38109056;FLEXBUMIN;Albumina umana;1 sacca EV 50 ml 200 g/l;A
38109068;FLEXBUMIN;Albumina umana;1 sacca EV 100 ml 200 g/l;A
38109070;FLEXBUMIN;Albumina umana;1 sacca EV 50 ml 250 g/l;A
38144059;GALVUS;Vildagliptin;56 cpr 50 mg;A
38190017;BINOCRIT;Epoetina alfa;1 siringa 1.000 UI 0,5 ml;A
38190031;BINOCRIT;Epoetina alfa;1 siringa 2.000 UI 1 ml;A
38190056;BINOCRIT;Epoetina alfa;1 siringa 3.000 UI 0,3 ml;A
38190070;BINOCRIT;Epoetina alfa;1 siringa 4.000 UI 0,4 ml;A
38190094;BINOCRIT;Epoetina alfa;1 siringa 5.000 UI 0,5 ml;A
38190118;BINOCRIT;Epoetina alfa;1 siringa 6.000 UI 0,6 ml;A
38190132;BINOCRIT;Epoetina alfa;1 siringa SC EV 8.000 UI 0,8 ml;A
38190157;BINOCRIT;Epoetina alfa;1 siringa 10.000 UI 1 ml;A
38190233;BINOCRIT;Epoetina alfa;1 siringa 30.000 UI 0,75 ml;A
38190258;BINOCRIT;Epoetina alfa;1 siringa 40.000 UI 1 ml;A
38190284;BINOCRIT;Epoetina alfa;6 siringhe SC EV 1.000 UI 0,5 ml;A
38190308;BINOCRIT;Epoetina alfa;6 siringhe SC EV 2.000 UI 1 ml;A
38190322;BINOCRIT;Epoetina alfa;6 siringhe SC EV 3.000 UI 0,3 ml;A
38190346;BINOCRIT;Epoetina alfa;6 siringhe SC EV 4.000 UI 0,4 ml;A
38190359;BINOCRIT;Epoetina alfa;1 siringa SC EV 5.000 UI 0,5 ml;A
38190373;BINOCRIT;Epoetina alfa;1 siringa 6.000 UI 0,6 ml;A
38190411;BINOCRIT;Epoetina alfa;1 siringa SC EV 8.000 UI 0,8 ml;A
38190450;BINOCRIT;Epoetina alfa;1 siringa SC EV 10.000 UI 1 ml;A
38190474;BINOCRIT;Epoetina alfa;1 siringa SC EV 20.000UI 0,5 ml;A
38190498;BINOCRIT;Epoetina alfa;1 siringa SC EV 30.000 UI 0,75 ml;A
38190512;BINOCRIT;Epoetina alfa;1 siringa SC EV 40.000 UI 1 ml;A
38217016;INOVELON;Rufinamide;10 cpr riv 100 mg;A
38217093;INOVELON;Rufinamide;60 cpr riv 200 mg;A
38217143;INOVELON;Rufinamide;60 cpr riv div 400 mg;A
38218018;ADVAGRAF;Tacrolimus;30 cps 0,5 mg rilascio prolungato;A
38218057;ADVAGRAF;Tacrolimus;60 cps 1 mg rilascio prolungato;A
38218071;ADVAGRAF;Tacrolimus;30 cps 5 mg rilascio prolungato;A
38218119;ADVAGRAF;Tacrolimus;30 cps 3 mg rilascio prolungato;A
38243123;RASILEZ;Aliskiren;28 cpr riv 300 mg;A
38243200;RASILEZ;Aliskiren;28 cpr riv 150 mg;A
38243224;RASILEZ;Aliskiren;28 cpr riv 150 mg;A
38243325;RASILEZ;Aliskiren;28 cpr riv 300 mg;A
38252033;EUCREAS;Vildagliptin/metformina;60 cpr riv 50 mg + 850 mg;A
38252096;EUCREAS;Vildagliptin/metformina;60 cpr riv 50 mg + 1.000 mg;A
38381265;RETACRIT;Epoetina zeta;1 siringa SC EV 1.000 UI 0,3 ml;A
38309074;SERTRALINA;Sertralina;30 cpr riv 50 mg;A
38309264;SERTRALINA;Sertralina;30 cpr riv 100 mg;A
38316422;ZARELIS;Venlafaxina;14 cpr 225 mg rilascio prolungato;A
38317044;OSTEUM;Acido alendronico;12 cpr 70 mg;A
38324036;FIXNOVE;Fattore IX di coagulazione del sangue umano liofilizzato;1 flaconcino polv EV 1.200 UI + 1 flaconcino solv 10 ml;A
38345029;TANDEMACT;Pioglitazone/glimepiride;28 cpr 30 mg + 4 mg;A
38345144;TANDEMACT;Pioglitazone/glimepiride;28 cpr 30 mg + 2 mg;A
38348088;MIRCERA;Metossipolietilenglicole-epoetina beta;1 siringa SC EV 50 mcg 0,3 ml;A
38348090;MIRCERA;Metossipolietilenglicole-epoetina beta;1 siringa SC EV 75 mcg 0,3 ml;A
38348102;MIRCERA;Metossipolietilenglicole-epoetina beta;1 siringa SC EV 100 mcg 0,3 ml;A
38348114;MIRCERA;Metossipolietilenglicole-epoetina beta;1 siringa SC EV 150 mcg 0,3 ml;A
38381289;RETACRIT;Epoetina zeta;1 siringa SC EV 2.000 UI 0,6 ml;A
38348126;MIRCERA;Metossipolietilenglicole-epoetina beta;1 siringa SC EV 200 mcg 0,3 ml;A
38348138;MIRCERA;Metossipolietilenglicole-epoetina beta;1 siringa SC EV 250 mcg 0,3 ml;A
38348177;MIRCERA;Metossipolietilenglicole-epoetina beta;1 siringa SC EV 30 mcg 0,3 ml;A
38348203;MIRCERA;Metossipolietilenglicole-epoetina beta;1 siringa SC EV 120 mcg 0,3 ml;A
38348215;MIRCERA;Metossipolietilenglicole-epoetina beta;1 siringa SC EV 360 mcg 0,6 ml;A
38371011;LORAMYC;Miconazolo;14 cpr buccali 50 mg flacone;A
38373015;FORTINOL;Carteololo;collirio 3 ml 1% rilascio prolungato;A
38373027;FORTINOL;Carteololo;collirio 3 ml 2% rilascio prolungato;A
38381012;RETACRIT;Epoetina zeta;1 siringa SC EV 1.000 UI 0,3 ml;A
38381036;RETACRIT;Epoetina zeta;1 siringa SC EV 2.000 UI 0,6 ml;A
38381051;RETACRIT;Epoetina zeta;1 siringa SC EV 3.000 UI 0,9 ml;A
38381075;RETACRIT;Epoetina zeta;1 siringa SC EV 4.000 UI 0,4 ml;A
38381099;RETACRIT;Epoetina zeta;1 siringa SC EV 5.000 UI 0,5 ml;A
38381113;RETACRIT;Epoetina zeta;1 siringa SC EV 6.000 UI 0,6 ml;A
38381137;RETACRIT;Epoetina zeta;1 siringa SC EV 8.000 UI 0,8 ml;A
38381152;RETACRIT;Epoetina zeta;1 siringa SC EV 10.000 UI 1 ml;A
38381176;RETACRIT;Epoetina zeta;1 siringa SC EV 20.000 UI 0,5 ml;A
